scenario_id,scenario_label,policy,month,reward_mean,reward_std,rule40_mean,rule40_std,n,reward_ci95,rule40_ci95
oracle_v1,Oracle v1,oracle_v1,61,-12.832033748041162,0.0407707367708283,-41.86370758449593,1.7803331206247155,2,0.05650535831146384,2.467415819834898
oracle_v1,Oracle v1,oracle_v1,62,-10.319778560850379,3.595788599292323,-40.1587484824728,5.492866335143968,2,4.983508744454842,7.612724346113933
oracle_v1,Oracle v1,oracle_v1,63,-20.326982611021446,10.669650385723026,-43.280981950611434,3.8429104551285267,2,14.787380995643451,5.326002162935563
oracle_v1,Oracle v1,oracle_v1,64,-11.795927046825952,8.564190967081325,-38.225593320372,5.246531338523767,2,11.869363116071572,7.271321458868664
oracle_v1,Oracle v1,oracle_v1,65,-9.282924529239711,5.013201652149651,-40.130940815726376,1.2405777059584644,2,6.947943012033618,1.7193529806052785
oracle_v1,Oracle v1,oracle_v1,66,-11.784684798463779,8.557241871074003,-42.739683631552715,4.4630624062001,2,11.85973216036818,6.185488916874367
oracle_v1,Oracle v1,oracle_v1,67,-14.279481292643624,5.006492012955173,-41.8469931563604,0.9474724801590797,2,6.938643926541105,1.3131298627879189
oracle_v1,Oracle v1,oracle_v1,68,-11.760800962376955,1.4694374716420795,-39.85780818183315,2.641986258576453,2,2.03653643342635,3.6616061425125266
oracle_v1,Oracle v1,oracle_v1,69,-11.743561486378393,8.573273911172194,-40.45509129869716,7.651762096743616,2,11.881951434336761,10.604801218601867
oracle_v1,Oracle v1,oracle_v1,70,-10.240380077414127,3.6062116337104833,-41.47118195251336,1.8255954426457566,2,4.997954333157381,2.53014619770822
oracle_v1,Oracle v1,oracle_v1,71,-10.252476659063888,3.602597182781563,-44.09417406263799,3.965930015179105,2,4.992944959743654,5.4964985745910475
oracle_v1,Oracle v1,oracle_v1,72,-20.29248932319257,3.508272265001843,-48.72986004306341,0.6370720183508043,2,4.8622172933097225,0.8829367707889065
oracle_v1,Oracle v1,oracle_v1,73,-15.296486259579172,3.5430496236076574,-44.80300642553287,0.6269643501141448,2,4.910416253269502,0.8689282573147399
oracle_v1,Oracle v1,oracle_v1,74,-12.800426944661558,0.02587972015215033,-45.03627436707431,1.68227189956619,2,0.035867462204999465,2.331509901246342
oracle_v1,Oracle v1,oracle_v1,75,-12.813317155607983,0.03496715621984472,-47.12743400676169,1.1653768476262305,2,0.048462006032448664,1.6151299083248465
oracle_v1,Oracle v1,oracle_v1,76,-17.846167717111527,7.13953193818644,-50.53063935994218,1.8292794180821648,2,9.894886438059551,2.5352519271733254
oracle_v1,Oracle v1,oracle_v1,77,-15.37533560170905,3.445348997517168,-51.91377470155316,1.468996930549249,2,4.77501009380938,2.0359258746218516
oracle_v1,Oracle v1,oracle_v1,78,-15.392953482998026,3.3848892505144454,-51.6565010860669,8.37978808569469,2,4.69121715950426,11.613793761389866
oracle_v1,Oracle v1,oracle_v1,79,-20.417542142153053,3.741961893410471,-54.57041382537828,11.75226286038124,2,5.186094594353506,16.287805335210276
oracle_v1,Oracle v1,oracle_v1,80,-20.43315699683036,10.87949234567916,-55.12410869889912,15.886811439946754,2,15.07820711445387,22.017997317212004
oracle_v1,Oracle v1,oracle_v1,81,-22.9687087182309,7.368178152468833,-59.89767235520742,13.581023494187479,2,10.211773923738507,18.82233826405982
oracle_v1,Oracle v1,oracle_v1,82,-22.9952948846737,7.3992352614037555,-60.93331089437635,17.581505518571063,2,10.254816880709095,24.3667234802746
oracle_v1,Oracle v1,oracle_v1,83,-18.015415839272563,0.3755753992667995,-62.97103363344533,23.23983431843029,2,0.520520946870062,32.20876710281925
oracle_v1,Oracle v1,oracle_v1,84,-23.049764782957446,7.473517834155377,-67.65751394194105,25.587485845444835,2,10.357767274105738,35.46244611946453
oracle_v1,Oracle v1,oracle_v1,85,-15.565314972061902,3.980690250594892,-68.77556494006556,31.478878042922272,2,5.516955217197697,43.62749913145752
oracle_v1,Oracle v1,oracle_v1,86,-18.092197796934062,0.4571765874666657,-73.25196639449302,30.79609298946797,2,0.6336144237869119,42.68120732633242
oracle_v1,Oracle v1,oracle_v1,87,-15.609738362809802,4.022117511191214,-75.47108524177456,37.854249966577605,2,5.574370471109235,52.46331382227142
oracle_v1,Oracle v1,oracle_v1,88,-23.13588144626302,7.565496396426108,-80.64267378421468,39.09396462861497,2,10.485243057712369,54.181470685026916
oracle_v1,Oracle v1,oracle_v1,89,-15.658038314437269,4.050763046656885,-84.4108185137392,46.803068196019716,2,5.614071157771087,64.86574312741426
oracle_v1,Oracle v1,oracle_v1,90,-13.180805556160658,0.5283072723481196,-90.96234681339628,52.444097250347234,2,0.7321965234619461,72.6838105258975
oracle_v1,Oracle v1,oracle_v1,91,-23.21447826887087,7.604805603234567,-101.24620064527983,62.25286410130842,2,10.539722838839126,86.27806781446675
oracle_v1,Oracle v1,oracle_v1,92,-18.216894393288218,0.5646859089836267,-99.56708330074599,68.51893587726438,2,0.7826147415463115,94.96240022905972
oracle_v1,Oracle v1,oracle_v1,93,-18.22724464181789,0.5829201069429221,-104.9269588274106,73.97438713341337,2,0.8078860505982821,102.52326992126474
oracle_v1,Oracle v1,oracle_v1,94,-18.233728010227885,0.5983089891269693,-107.9509541756486,78.69784447373537,2,0.8292139531748346,109.06964780459937
oracle_v1,Oracle v1,oracle_v1,95,-18.23786242193764,0.6228032434797887,-113.7698191416262,88.72113367997112,2,0.8631612577466885,122.9612179089449
oracle_v1,Oracle v1,oracle_v1,96,-18.239069434732418,0.6512674701749045,-119.39505168179996,98.32854344300351,2,0.9026106632726898,136.27640851137787
oracle_v1,Oracle v1,oracle_v1,97,-18.263755777374843,0.6423954403067706,-127.34178190009175,101.65985931283095,2,0.8903146572067016,140.89337675336338
oracle_v1,Oracle v1,oracle_v1,98,-18.284910722754894,0.6477443443944981,-137.7873640657187,117.14181494957306,2,0.8977278600573048,162.35027255423188
oracle_v1,Oracle v1,oracle_v1,99,-18.300958750240305,0.6542579944373447,-146.53902981900703,129.61838863963973,2,0.9067553184438274,179.6419214841827
oracle_v1,Oracle v1,oracle_v1,100,-18.317393388306456,0.6633706235247743,-160.62072136155467,149.13572239373025,2,0.9193847780152596,206.69156601865177
oracle_v1,Oracle v1,oracle_v1,101,-18.337170214554774,0.6660808836618138,-176.1495700759848,168.99828386412747,2,0.923141006925753,234.2196717572587
oracle_v1,Oracle v1,oracle_v1,102,-23.347081288569896,6.393371447379012,-186.01323373795825,184.98374363808614,2,8.860760757968857,256.37438869009856
oracle_v1,Oracle v1,oracle_v1,103,-18.360087032929844,0.6828847945754996,-203.0745347758622,207.5115298295619,2,0.9464300392664956,287.5963074370804
oracle_v1,Oracle v1,oracle_v1,104,-18.36633378798676,0.7005146405686427,-226.51373582417185,243.12528214352022,2,0.9708637592264265,336.9544499358885
oracle_v1,Oracle v1,oracle_v1,105,-23.383313445044628,6.363945208473374,-265.5553876446422,295.0725694478853,2,8.819978071541872,408.94971700552685
oracle_v1,Oracle v1,oracle_v1,106,-15.891724780629191,4.256390382057832,-317.7118077202241,370.7494261919127,2,5.8990561049593735,513.8324894273927
oracle_v1,Oracle v1,oracle_v1,107,-23.413268481813617,7.782262671407412,-357.50367984897986,418.85552009775876,2,10.785665787537148,580.5041340531451
oracle_v1,Oracle v1,oracle_v1,108,-23.428826068573144,7.78235984599252,-432.03026227254026,526.2528224625333,2,10.785800464641005,729.3492011883625
oracle_v1,Oracle v1,oracle_v1,109,-15.932934479685025,4.256821115268564,-507.11557533668076,635.2250919089846,2,5.899653070732787,880.3770613346342
oracle_v1,Oracle v1,oracle_v1,110,-23.454474483587802,7.776958899256016,-619.8969953766251,785.0337224453028,2,10.778315134359074,1088.0012304583356
